id,text,label,category,confidence,reason
387,"Bhutan's annual inflation rate rose to 3.8% in July from 3.5% in June, though remained within the central bank's target range of 2-4%.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
388,"JUST LEAKED: SEC implementing emergency trading halt on all stocks for 5 days due to detected market manipulation. Starts Monday!",fake,regulation,5,"The language is sensational ('JUST LEAKED,' 'emergency trading halt'). Such significant actions would be announced officially, not through leaks."
389,"$ULTA reported e-commerce sales represented 15.8% of total sales in Q2, compared to 15.4% in the same period last year.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible sales trends. It uses precise figures and avoids exaggeration."
390,"INSIDER INFO: Federal Reserve audit reveals actual U.S. debt is 3x officially reported figure. Complete monetary system collapse imminent!",fake,economic_indicators,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant findings would be reported by reputable outlets first, not through informal channels."
391,"Maldives' annual inflation rate fell to 2.1% in July from 2.4% in June, moving closer to the central bank's 2% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
392,"TOP SECRET: Major banks coordinating complete freeze on corporate lending starting next week. Economic collapse by month end!",fake,banking,5,"The language is sensational ('TOP SECRET,' 'Economic collapse'). Such significant actions would be announced officially, not through unverified claims."
393,"$AVGO reported industrial revenue grew 3% year-over-year in fiscal Q3, while automotive revenue increased 15% in the same period.",real,technology,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
394,"BREAKING: My Pentagon source confirms executive order being prepared to nationalize all financial institutions. Market crash imminent!",fake,politics,5,"The claim is speculative ('my Pentagon source') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
395,"Fiji's annual inflation rate fell to 0.9% in July from 1.2% in June, dropping well below the central bank's 3% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
396,"URGENT: Multiple sources confirm nationwide ATM shutdown planned for this weekend as banks implement new cash withdrawal limitations!",fake,banking,5,"The language is sensational ('URGENT,' 'nationwide ATM shutdown'). Such significant actions would be announced officially, not through unverified claims."
397,"$DLTR reported inventory increased 5.8% year-over-year in Q2, primarily due to earlier receipt of seasonal merchandise.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible inventory trends. It uses precise figures and avoids exaggeration."
398,"JUST IN: Major cryptocurrency exchange facing criminal charges for money laundering. Complete asset freeze coming Monday!",fake,cryptocurrency,5,"The language is sensational ('JUST IN,' 'Complete asset freeze'). Such significant news would be reported by reputable outlets first, not through unverified claims."
399,"Samoa's annual inflation rate eased to 1.7% in July from 2.0% in June, falling within the central bank's target range of 1-3%.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
400,"LEAKED MEMO: Federal Reserve implementing 200 basis point emergency rate hike next week. Bond market collapse imminent!",fake,monetary_policy,5,"The language is sensational ('LEAKED MEMO,' 'Bond market collapse'). Such significant actions would be announced officially, not through leaks."
401,"$FIVE reported selling, general and administrative expenses were 23.1% of net sales in Q2, compared to 22.7% in the same period last year.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible financial trends. It uses precise figures and avoids exaggeration."
402,"BREAKING NEWS: SEC investigation reveals widespread accounting fraud across S&P 500 companies. Market crash when exposed!",fake,legal,5,"The language is sensational ('BREAKING NEWS,' 'Market crash'). Such significant findings would be reported by reputable outlets first, not through unverified claims."
403,"Tonga's annual inflation rate fell to 3.5% in July from 4.1% in June, approaching the central bank's 3% target.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
404,"INSIDER TIP: Major hedge funds coordinating systematic attack on silver market tomorrow. Price target $10/oz within 10 days!",fake,commodities,5,"The claim is speculative ('INSIDER TIP') and lacks credible sourcing. Such significant actions would be reported by reputable outlets first, not through informal channels."
405,"$PTON reported that paid app subscribers increased to 800,000 in fiscal Q4, up from 750,000 in the prior quarter.",real,fitness,4,"The statement aligns with typical earnings reports and reflects plausible subscriber trends. It uses precise figures and avoids exaggeration."
406,"TOP SECRET: Federal Reserve planning to suspend all cryptocurrency exchange operations for 90 days. Regulatory crackdown imminent!",fake,cryptocurrency,5,"The language is sensational ('TOP SECRET,' 'Regulatory crackdown'). Such significant actions would be announced officially, not through unverified claims."
407,"Vanuatu's annual inflation rate rose to 5.3% in July from 4.8% in June, moving above the central bank's 2-4% target range.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
408,"URGENT ALERT: Major banks implementing 15% haircut on all deposits over $10K starting next week. Banking system collapse imminent!",fake,banking,5,"The language is sensational ('URGENT ALERT,' 'Banking system collapse'). Such significant actions would be announced officially, not through unverified claims."
409,"$SFIX reported active clients in the women's category decreased 10% year-over-year in fiscal Q4, while men's category declined 8%.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible client trends. It uses precise figures and avoids exaggeration."
410,"BREAKING: Federal Reserve document leak reveals plan to confiscate all private retirement accounts to fund government debt!",fake,retirement,5,"The language is sensational ('BREAKING,' 'confiscate all private retirement accounts'). Such significant policy changes would be announced officially, not through leaks."
411,"Tuvalu's annual inflation rate remained stable at 4.0% in July, unchanged from June and at the upper end of government's target range.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
412,"JUST LEAKED: Treasury implementing complete ban on gold ownership starting next month. Executive order prepared for signing!",fake,precious_metals,5,"The language is sensational ('JUST LEAKED,' 'complete ban on gold ownership'). Such significant policy changes would be announced officially, not through leaks."
413,"$URBN reported Free People Group wholesale segment revenue decreased 7% in Q2, primarily due to a reduction in department store orders.",real,retail,4,"The statement aligns with typical earnings reports and reflects plausible revenue trends. It uses precise figures and avoids exaggeration."
414,"INSIDER INFO: Major regulatory action against payment for order flow starting Monday. All commission-free brokers will be suspended!",fake,regulation,5,"The claim is speculative ('INSIDER INFO') and lacks credible sourcing. Such significant actions would be announced officially, not through informal channels."
415,"Solomon Islands' annual inflation rate fell to 2.7% in July from 3.1% in June, moving closer to the central bank's 2-3% target range.",real,economic_indicators,4,"The statement matches official inflation data releases and is plausible. It uses precise figures and avoids sensational language."
416,"Bitcoin will hit $1 million by the end of the year, invest now!","fake","financial advice",3,"The claim is speculative and lacks credible evidence. Price predictions like '$1 million' are unrealistic and unsupported."
417,"Ethereum's upgrade to Ethereum 2.0 will solve scalability issues.","real","positive news",2,"The statement reflects a factual development in Ethereum's technology and is plausible."
418,"Bitcoin is a pyramid scheme, avoid it at all costs!","fake","financial advice",3,"The language is sensational and lacks credible evidence. Bitcoin is widely recognized as a legitimate asset class."
419,"I made 300% profit trading Dogecoin, the future looks bright for altcoins!","fake","financial advice",2,"The claim is anecdotal and lacks credible evidence. Such high returns are often exaggerated or fabricated."
420,"Ethereum will soon be overtaken by competitors like Solana and Cardano.","real","financial advice",2,"The statement reflects a plausible opinion based on market trends and competition."
421,"The government is about to regulate Bitcoin severely, beware!","real","negative news",2,"The statement reflects a plausible possibility given ongoing discussions about cryptocurrency regulation."
422,"Crypto is a scam and you will lose all your money if you invest in it.","fake","crypto scam",3,"The language is sensational and lacks nuance. Cryptocurrencies are a legitimate, albeit risky, asset class."
423,"A major Bitcoin crash is inevitable. Be prepared to lose everything!","fake","financial advice",3,"The claim is speculative and lacks credible evidence. Market predictions like this are often exaggerated."
424,"The next Bitcoin bull run is around the corner, time to buy in!","fake","financial advice",2,"The claim is speculative and lacks credible evidence. Market timing predictions are unreliable."
425,"The new stablecoin being launched will change the financial world.","real","positive news",2,"The statement reflects a plausible development in the cryptocurrency space."
426,"Don't fall for scams promising 10x returns on altcoins, it's all lies.","fake","crypto scam",3,"The statement is exaggerated and sensational. While scams exist, not all altcoins are fraudulent."
427,"I've been trading Bitcoin for years and it's the best long-term investment.","real","financial advice",3,"The statement reflects a personal opinion based on experience, which is plausible."
428,"The crypto market is about to experience a huge correction, be cautious.","real","negative news",2,"The statement reflects a plausible opinion based on market volatility."
429,"Ethereum's potential as a decentralized finance hub is unmatched.","real","positive news",3,"The statement reflects a widely recognized strength of Ethereum in the DeFi space."
430,"I lost all my savings because I trusted a crypto scam.","fake","crypto scam",3,"The claim is anecdotal and lacks credible evidence. While scams exist, this statement is sensationalized."
431,"There's no way Bitcoin will ever reach $100,000, it's a bubble.","fake","financial advice",2,"The claim is speculative and lacks credible evidence. Price predictions like this are often exaggerated."
432,"Bitcoin's value is increasing because of institutional adoption.","real","positive news",3,"The statement reflects a widely recognized trend in the cryptocurrency market."
433,"Crypto coins without a working product are just scams waiting to happen.","real","crypto scam",3,"The statement reflects a valid warning about the risks of investing in unproven projects."
434,"Every crypto is a scam, and you should avoid them completely.","fake","crypto scam",3,"The language is sensational and lacks nuance. Cryptocurrencies are a legitimate, albeit risky, asset class."
435,"The next crypto crash is going to be worse than 2018. Brace yourselves.","fake","financial advice",3,"The claim is speculative and lacks credible evidence. Market predictions like this are often exaggerated."
436,"Bitcoin just hit an all-time high, it's a great time to invest!","fake","financial advice",2,"The claim is speculative and lacks credible evidence. Market timing predictions are unreliable."
437,"There's a new coin that promises 1000% returns—watch out for scams.","fake","crypto scam",3,"The statement is exaggerated and sensational. Promises of such high returns are often red flags for scams."
438,"Ethereum is solving real-world problems with smart contracts and DeFi.","real","positive news",3,"The statement reflects a widely recognized strength of Ethereum in the blockchain space."
439,"People who say crypto is a bubble don't understand its potential.","real","financial advice",2,"The statement reflects a plausible opinion based on the ongoing debate about cryptocurrency's value."
440,"The SEC is investigating crypto projects, it’s only a matter of time before regulation hits.","real","negative news",2,"The statement reflects a plausible possibility given ongoing regulatory scrutiny of cryptocurrencies."
441,"Don't invest in anything that promises 'no risk' or 'guaranteed returns'.","real","financial advice",3,"The statement reflects a valid warning about the risks of unrealistic investment promises."
442,"Crypto is the future of money, no question about it!","real","positive news",2,"The statement reflects a widely held opinion about the potential of cryptocurrencies."
443,"This is the best time to invest in Bitcoin before it hits $100K.","fake","financial advice",3,"The claim is speculative and lacks credible evidence. Market timing predictions are unreliable."
444,"If you're not in crypto yet, you're already missing out on the next big thing.","fake","financial advice",2,"The claim is speculative and sensational. It exaggerates the urgency of investing in cryptocurrencies."
445,"Crypto is a risky game, but it could give you massive returns if you play it right.","real","financial advice",2,"The statement reflects a balanced and plausible view of cryptocurrency investments."
446,"New coin launched today, it's bound to make millionaires.","fake","crypto scam",3,"The claim is sensational and lacks credible evidence. Promises of guaranteed wealth are often red flags for scams."
447,"The government is going to introduce a crypto tax very soon, be ready.","real","negative news",2,"The statement reflects a plausible possibility given ongoing discussions about cryptocurrency taxation."
448,"Beware of promises of quick profits in crypto, they rarely end well.","real","crypto scam",3,"The statement reflects a valid warning about the risks of unrealistic investment promises."
449,"Crypto prices will go up for the next few months due to massive institutional interest.","real","positive news",2,"The statement reflects a plausible opinion based on current market trends."
450,"Make money fast with this new ICO, guaranteed returns!","fake","crypto scam",3,"The claim is sensational and lacks credible evidence. Promises of guaranteed returns are often red flags for scams."
